dia_mes_ano,m,hora_minuto,irradiacao,pm1_massa,pm2_massa,pm4_massa,pm10_massa,pm1_concentracao,pm2_concentracao,pm4_concentracao,pm10_concentracao,concentracao_media,temperatura,vento_dir,vento_vel,n
20191023,0,090000,121.52642857142857,0.7807142857142857,0.06357142857142857,624.4071428571428,0,15.769285714285713,0.04357142857142857,0,0,7.730714285714286,-4.706428571428572,151.07142857142858,3.515,14
20191023,1,091500,0,0.435,0.065,781.50625,0,16.355,0.045,0,0,14.131250000000001,29.7025,123.125,0,8
20191023,2,093000,0,0.4186666666666667,0.056666666666666664,847.6179999999999,0,14.292,0.03866666666666667,0,0,13.3,29.054,12,0,15
20191023,3,094500,0,0.424,0.058666666666666666,943.9006666666667,0,14.379333333333333,0.03933333333333333,0,0,14.009333333333334,29.706666666666667,18,0,15
20191023,0,100000,0,0.42666666666666664,0.064,319.11266666666666,0,16.009333333333334,0.043333333333333335,0,0,6.738666666666667,28.597333333333335,18,0,15
20191023,1,101500,0,0.448,0.062000000000000006,594.7806666666667,0,15.410666666666668,0.044000000000000004,0,0,5.497333333333334,30.184,197.66666666666666,0,15
20191023,2,103000,0,0.432,0.04866666666666667,1065.1006666666667,0,11.743333333333334,0.03133333333333333,0,0,7.093333333333334,32.00866666666666,157,0,15
20191023,3,104500,0,0.43333333333333335,0.042,1067.4506666666666,0,9.934,0.027333333333333334,0,0,9.664666666666667,31.962666666666667,82.33333333333333,0,15
20191023,0,110000,0,0.424,0.04133333333333333,1044.7486666666666,0,10.072,0.028,0,0,9.576,31.490666666666666,135.66666666666666,0,15
20191023,1,111500,0,0.42733333333333334,0.04066666666666667,1054.2713333333334,0,9.886,0.026,0,0,15.694,30.4,31.333333333333332,0,15
20191023,2,113000,0,0.432,0.042,1057.6646666666668,0,10.664666666666667,0.029333333333333333,0,0,11.704,31.241333333333333,64.33333333333333,0,15
20191023,3,114500,0,0.45,0.04866666666666667,990.8673333333334,0,11.905333333333333,0.03266666666666666,0,0,10.64,31.389333333333333,130,0,15
20191023,0,120100,0,0.43285714285714283,0.03857142857142857,1041.152142857143,0,9.620714285714286,0.027142857142857142,0,0,9.120000000000001,31.59,158.57142857142858,0,14
20191023,1,121500,0,0.428,0.036,1018.656,0,9.024666666666667,0.024666666666666667,0,0,10.108,32.108666666666664,231.66666666666666,0,15
20191023,2,123000,0,0.43733333333333335,0.034666666666666665,1006.6526666666666,0,8.968,0.02266666666666667,0,0,13.566,31.85333333333333,140.33333333333334,0,15
20191023,3,124500,0,0.44533333333333336,0.035333333333333335,975.9946666666667,0,8.661999999999999,0.024666666666666667,0,0,9.044,32.572,166,0,15
20191023,0,130000,0,0.43333333333333335,0.037333333333333336,948.5966666666667,0,9.034666666666666,0.025333333333333333,0,0,15.339333333333334,31.962666666666667,121.33333333333333,0,15
20191023,1,131500,0,0.44066666666666665,0.037333333333333336,916.1113333333333,0,9.3,0.024666666666666667,0,0,13.034,31.987333333333332,67.33333333333333,0,15
20191023,2,133000,0,0.42533333333333334,0.034,880.2346666666666,0,8.462,0.02266666666666667,0,0,8.334666666666667,32.946,181,0,15
20191023,3,134500,0,0.42133333333333334,0.038,790.8666666666667,0,9.604,0.026666666666666665,0,0,11.792666666666667,32.334,80.66666666666667,0,15
20191023,0,140000,0,0.43,0.03866666666666667,743.2493333333333,0,9.466,0.026,0,0,9.664666666666667,32.69133333333333,149.66666666666666,0,15
20191023,1,141500,0,0.45866666666666667,0.042,740.6386666666667,0,10.450666666666667,0.029333333333333333,0,0,11.438,32.57933333333333,103,0,15
20191023,2,143000,0,0.45533333333333337,0.038,687.4106666666667,0,9.526,0.026,0,0,6.827333333333334,33.95,227.66666666666666,0,15
20191023,3,144500,0,0.43466666666666665,0.04066666666666667,638.7473333333334,0,9.962,0.02733333333333333,0,0,9.753333333333334,34.266,227.66666666666666,0,15
20191023,0,150000,0,0.42133333333333334,0.037333333333333336,575.9953333333333,0,9.486,0.026,0,0,11.704,33.684,210,0,15
20191023,1,151500,0,0.42933333333333334,0.042,518.7213333333333,0,10.554666666666666,0.029333333333333333,0,0,9.31,33.408,183,0,15
20191023,2,153000,0,0.43666666666666665,0.042,459.36133333333333,0,10.434,0.028666666666666667,0,0,6.295333333333334,33.62133333333333,189.66666666666666,0,15
20191023,3,154500,0,0.42733333333333334,0.03933333333333333,394.51933333333335,0,9.367333333333333,0.026,0,0,12.058666666666667,33.68,228,0,15
20191023,0,160000,0,0.424,0.03933333333333333,333.2026666666667,0,10.031333333333333,0.029333333333333333,0,0,9.31,33.42466666666667,217.33333333333334,0,15
20191023,1,161500,0,0.43066666666666664,0.03933333333333333,274.10266666666666,0,9.506666666666666,0.026666666666666665,0,0,8.600666666666667,33.10733333333333,238.33333333333334,0,15
20191023,2,163000,0,0.436,0.037333333333333336,80.36533333333333,0,9.463333333333333,0.026,0,0,6.029333333333334,32.028666666666666,231,0,15
20191023,3,164500,0,0.44666666666666666,0.050666666666666665,18.395333333333333,0,12.756,0.034,0,0,10.196666666666667,30.714000000000002,228,0,15
